0.05	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.29738085706659 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.202030508910442 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.29738085706659 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.29738085706659 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.29738085706659 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.29738085706659 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.29738085706659 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.29738085706659 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.05	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.75	0.428571428571429 0.29738085706659 0.142857142857143 0.142857142857143 5051 0 0 2 2 1 1
0.75	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 6465.5 0 0 2 2 1 1
0.75	0.428571428571429 0.29738085706659 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.75	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 6234.5 0 0 2 2 1 1
0.75	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 4773.25 1630.8701728934 3261.74034578679 2 2 0.5 0.5
0.75	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 6214 0 0 2 2 1 1
0.75	0.428571428571429 0.29738085706659 0.142857142857143 0.142857142857143 4643 0 0 2 0 1 0
0.75	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 6236 0 0 2 2 1 1
0.75	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 5096.25 644.46723798292 1288.93447596584 4 2 1 0.5
0.75	0.428571428571429 0.428571428571429 0.285714285714286 0.184427778390829 6469.66666666667 959.666666666667 1662.19142499693 3 3 1 1
0.75	0.428571428571429 0.29738085706659 0.142857142857143 0.142857142857143 6012 0 0 2 2 1 1
0.75	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 3661 648.653027434545 1297.30605486909 4 0 1 0
0.75	0.428571428571429 0.29738085706659 0.142857142857143 0.142857142857143 4930.5 0 0 2 0 1 0
0.75	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 4909.25 1151.38077433141 2302.76154866282 4 2 1 0.5
0.75	0.428571428571429 0.428571428571429 0.142857142857143 0.142857142857143 NA NA NA 0 0 NA NA
0.75	0.428571428571429 0.29738085706659 0.142857142857143 0.142857142857143 5389 0 0 2 2 1 1
0.75	0.428571428571429 0.29738085706659 0.142857142857143 0.142857142857143 3525.5 656.15858093401 1312.31716186802 4 0 1 0
