0.05	2 1.16496474502143 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.10194633003868 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.23923939806411 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.0690449676497 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.11803398874989 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.16496474502143 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.10194633003868 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.10194633003868 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.08562029668362 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.16496474502143 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.16496474502143 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.23923939806411 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.16496474502143 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.10194633003868 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.16496474502143 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.11803398874989 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.11803398874989 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.16496474502143 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.08562029668362 0.375 0.375 NA NA NA 0 0 NA NA
0.05	2 1.10194633003868 0.375 0.375 NA NA NA 0 0 NA NA
0.75	2.125 1.125 0.5 0.377964473009227 6096.5 2021.5 3501.34070750049 3 2 1 0.666666666666667
0.75	2 1.10194633003868 0.375 0.375 NA NA NA 0 0 NA NA
0.75	2 1.10194633003868 0.375 0.375 3915 1484.36754208653 2968.73508417306 2 2 0.5 0.5
0.75	2.125 1.125 0.375 0.375 NA NA NA 0 0 NA NA
0.75	2 1.10194633003868 0.375 0.375 5131 0 0 2 2 1 1
0.75	2 1.10194633003868 0.375 0.375 4619.5 0 0 2 0 1 0
0.75	2 1.10194633003868 0.375 0.375 6111.5 0 0 2 2 1 1
0.75	2 1.10194633003868 0.375 0.375 6317.5 0 0 2 2 1 1
0.75	2.125 1.125 0.375 0.375 6640.5 0 0 2 2 1 1
0.75	2 1.10194633003868 0.375 0.375 6894 0 0 2 2 1 1
0.75	2.125 1.125 0.375 0.375 4882.5 0 0 2 0 1 0
0.75	2.125 1.125 0.375 0.375 NA NA NA 0 0 NA NA
0.75	2 1.10194633003868 0.375 0.375 5956.5 0 0 2 2 1 1
0.75	2 1.10194633003868 0.375 0.375 4780 0 0 2 0 1 0
0.75	2 1.10194633003868 0.375 0.375 6496.5 0 0 2 2 1 1
0.75	2.125 1.125 0.375 0.375 5916 0 0 2 2 1 1
0.75	2.125 1.125 0.375 0.375 4982 0 0 2 0 1 0
0.75	2 1.10194633003868 0.375 0.375 6925.5 0 0 2 2 1 1
0.75	2 1.10194633003868 0.375 0.375 5242 0 0 2 2 1 1
0.75	2 1.11803398874989 0.375 0.375 3351.75 979.041718978308 1958.08343795662 2 2 0.5 0.5
1.95	2.125 1.125 0.375 0.375 3351.5 1065.21124665486 2130.42249330972 2 2 0.5 0.5
1.95	2.125 1.125 0.625 0.375 2523.16666666667 1057.4082833881 2590.11074409313 2 2 0.333333333333333 0.333333333333333
1.95	2 1.10194633003868 0.375 0.375 3272 1196.5584328955 2393.116865791 2 2 0.5 0.5
1.95	2 1.10194633003868 0.5 0.377964473009227 2990.16666666667 799.224547782272 1957.6923319732 2 2 0.333333333333333 0.333333333333333
