0.05	1 0.632455532033676 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.547722557505166 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.632455532033676 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.774596669241483 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.05	1 0.447213595499958 0.6 0.6 NA NA NA 0 0 NA NA
0.75	1 0.447213595499958 0.6 0.6 5113.75 563.926875430967 1127.85375086193 4 2 1 0.5
0.75	1 0.447213595499958 0.6 0.6 5581.5 0 0 2 2 1 1
0.75	1 0.447213595499958 0.6 0.6 8517.5 0 0 2 2 1 1
0.75	1 0.447213595499958 0.6 0.6 6980.75 1530.699901189 3061.39980237799 4 2 1 0.5
0.75	1 0.447213595499958 0.6 0.6 5865.25 953.926982268559 1907.85396453712 4 2 1 0.5
0.75	1 0.447213595499958 0.6 0.6 4756.5 0 0 2 0 1 0
0.75	1 0.447213595499958 0.6 0.6 4739 0 0 2 0 1 0
0.75	1 0.447213595499958 0.6 0.6 4830.5 0 0 2 0 1 0
0.75	1 0.447213595499958 0.6 0.6 4927.5 466.787692639812 933.575385279625 4 2 1 0.5
0.75	1 0.447213595499958 0.6 0.6 8355.5 0 0 2 2 1 1
0.75	1 0.447213595499958 0.6 0.6 4437.5 0 0 2 0 1 0
0.75	1 0.447213595499958 0.6 0.6 9488.5 0 0 2 2 1 1
0.75	1 0.447213595499958 0.6 0.6 7106.25 1003.29043028427 2006.58086056854 4 4 1 1
0.75	1 0.447213595499958 0.6 0.6 8408 442.827656468443 885.655312936886 4 4 1 1
0.75	1 0.447213595499958 0.6 0.6 7044.5 1055.68496721323 2111.36993442646 4 4 1 1
0.75	1 0.447213595499958 0.6 0.6 9013 0 0 2 2 1 1
0.75	1 0.447213595499958 0.6 0.6 6530.5 1519.00855823791 3038.01711647581 4 2 1 0.5
0.75	1 0.447213595499958 0.6 0.6 6789.75 1429.66360408081 2859.32720816162 4 2 1 0.5
0.75	1 0.447213595499958 0.6 0.6 7535 658.179306876173 1316.35861375235 4 4 1 1
0.75	1 0.447213595499958 0.6 0.6 5901.75 1175.05213536819 2350.10427073637 4 2 1 0.5
1.95	1 0.447213595499958 0.8 0.58309518948453 5094.2 1393.1155515606 3115.10107380162 4 2 0.8 0.4
1.95	1 0.447213595499958 0.8 0.58309518948453 5637 1368.80023195498 3060.73036626881 4 2 0.8 0.4
1.95	1 0.447213595499958 0.8 0.58309518948453 5862.6 1029.03372636663 2300.98936329571 5 4 1 0.8
1.95	1 0.447213595499958 0.6 0.6 6289.5 932.70935987584 1865.41871975168 4 2 1 0.5
