0.05	0.75 0.75 0.5 0.288675134594813 2716 NA NA 1 0 1 0
0.05	0.75 0.478713553878169 0.25 0.25 NA NA NA 0 0 NA NA
0.05	0.75 0.75 0.25 0.25 NA NA NA 0 0 NA NA
0.05	0.75 0.478713553878169 0.25 0.25 NA NA NA 0 0 NA NA
0.05	0.75 0.478713553878169 0.25 0.25 NA NA NA 0 0 NA NA
0.05	0.75 0.25 0.25 0.25 NA NA NA 0 0 NA NA
0.05	0.75 0.75 0.5 0.288675134594813 3157.5 NA NA 1 0 1 0
0.05	0.75 0.478713553878169 0.25 0.25 NA NA NA 0 0 NA NA
0.05	0.75 0.478713553878169 0.25 0.25 NA NA NA 0 0 NA NA
0.05	0.75 0.478713553878169 0.5 0.288675134594813 630.5 NA NA 0 0 0 0
0.05	0.75 0.478713553878169 0.25 0.25 NA NA NA 0 0 NA NA
0.05	0.75 0.478713553878169 0.25 0.25 NA NA NA 0 0 NA NA
0.05	0.75 0.478713553878169 0.5 0.288675134594813 7982 NA NA 1 1 1 1
0.05	0.75 0.478713553878169 0.5 0.288675134594813 7984.5 NA NA 1 1 1 1
0.05	0.75 0.478713553878169 0.25 0.25 NA NA NA 0 0 NA NA
0.05	0.75 0.478713553878169 0.5 0.288675134594813 8495.5 NA NA 1 1 1 1
0.05	0.75 0.478713553878169 0.5 0.288675134594813 7501 NA NA 1 1 1 1
0.05	0.75 0.478713553878169 0.5 0.288675134594813 2052 NA NA 1 0 1 0
0.05	0.75 0.478713553878169 0.5 0.288675134594813 4185.5 NA NA 1 0 1 0
0.05	0.75 0.25 0.25 0.25 NA NA NA 0 0 NA NA
0.75	0.75 0.478713553878169 0.5 0.288675134594813 624 NA NA 0 0 0 0
0.75	0.75 0.478713553878169 0.75 0.25 1991.25 1272.75 1799.94031151036 1 0 0.5 0
0.75	0.75 0.478713553878169 0.75 0.25 1356.83333333333 575.666666666667 997.083914890484 0 0 0 0
0.75	0.75 0.478713553878169 0.75 0.25 1949 1116.5 1578.96944238956 1 0 0.5 0
0.75	0.75 0.478713553878169 0.5 0.288675134594813 434 NA NA 0 0 0 0
0.75	0.75 0.478713553878169 0.75 0.25 2097.25 60.75 85.9134739141655 2 0 1 0
0.75	0.75 0.478713553878169 0.5 0.288675134594813 391.5 NA NA 0 0 0 0
0.75	0.75 0.478713553878169 0.5 0.288675134594813 252 NA NA 0 0 0 0
0.75	0.75 0.478713553878169 0.5 0.288675134594813 552 NA NA 0 0 0 0
0.75	0.75 0.478713553878169 0.5 0.288675134594813 528.5 NA NA 0 0 0 0
0.75	0.75 0.478713553878169 0.5 0.288675134594813 2356 NA NA 1 0 1 0
0.75	0.75 0.478713553878169 0.5 0.288675134594813 594.5 NA NA 0 0 0 0
0.75	0.75 0.478713553878169 0.5 0.288675134594813 758 NA NA 0 0 0 0
0.75	0.75 0.478713553878169 0.5 0.288675134594813 802.5 NA NA 0 0 0 0
0.75	0.75 0.478713553878169 0.75 0.25 2266.5 147.5 255.477494116409 3 0 1 0
0.75	0.75 0.478713553878169 0.75 0.25 1938.25 916.75 1296.48028330553 1 0 0.5 0
0.75	0.75 0.478713553878169 0.75 0.25 1581.75 834.75 1180.51477119094 1 0 0.5 0
0.75	0.75 0.478713553878169 0.5 0.288675134594813 1018.5 NA NA 0 0 0 0
0.75	0.75 0.478713553878169 0.75 0.25 1739.5 1483 2097.2787129993 1 0 0.5 0
0.75	0.75 0.478713553878169 0.5 0.288675134594813 607.5 NA NA 0 0 0 0
1.95	0.75 0.478713553878169 0.75 0.25 1220 890 1258.65007051205 1 0 0.5 0
1.95	0.75 0.478713553878169 0.75 0.25 2154 NA NA 1 0 1 0
1.95	0.75 0.478713553878169 1 0.408248290463863 1914.33333333333 961.035046765263 1664.56152885177 2 0 0.666666666666667 0
1.95	0.75 0.478713553878169 0.75 0.25 1267.25 935.75 1323.35034099062 1 0 0.5 0
1.95	0.75 0.478713553878169 0.75 0.25 1150 944.5 1335.72470966139 1 0 0.5 0
1.95	0.75 0.478713553878169 0.75 0.25 450 NA NA 0 0 0 0
1.95	0.75 0.478713553878169 1 0 1217.16666666667 469.427872817303 813.072926208549 1 0 0.333333333333333 0
1.95	0.75 0.478713553878169 0.75 0.478713553878169 294.5 75.5 106.773123959169 0 0 0 0
1.95	0.75 0.478713553878169 0.75 0.25 2213.5 NA NA 1 0 1 0
1.95	0.75 0.478713553878169 0.75 0.25 1602.25 1398.25 1977.42411358818 1 0 0.5 0
1.95	0.75 0.478713553878169 0.75 0.25 1026.5 836 1182.28253814391 0 0 0 0
1.95	0.75 0.478713553878169 0.75 0.25 1970 NA NA 0 0 0 0
1.95	0.75 0.478713553878169 0.75 0.25 2855.5 NA NA 1 0 1 0
1.95	0.75 0.478713553878169 0.75 0.25 2345.5 NA NA 1 0 1 0
1.95	0.75 0.478713553878169 0.75 0.25 2335.5 NA NA 1 0 1 0
1.95	0.75 0.478713553878169 1 0.408248290463863 2087.75 445.75 630.385695427807 1 0 0.5 0
1.95	0.75 0.478713553878169 1 0.408248290463863 2053.75 42.75 60.4576297914498 2 0 1 0
1.95	0.75 0.478713553878169 1 0.408248290463863 1055.5 496.771325662019 860.433175789962 0 0 0 0
1.95	0.75 0.478713553878169 0.75 0.25 1886.5 NA NA 0 0 0 0
1.95	0.75 0.478713553878169 1 0.408248290463863 1084.66666666667 604.745837338115 1047.4505159354 1 0 0.333333333333333 0
2.95	0.75 0.478713553878169 1 0 952 579.655285493025 1003.99240534976 1 0 0.333333333333333 0
2.95	0.75 0.478713553878169 0.75 0.25 1381.25 1051.25 1486.69200744472 1 0 0.5 0
2.95	0.75 0.478713553878169 1.5 0.288675134594813 787.083333333333 277.609990714391 680.002824749035 0 0 0 0
2.95	0.75 0.478713553878169 0.75 0.25 1165.25 946.25 1338.19958339554 1 0 0.5 0
2.95	0.75 0.478713553878169 1 0.408248290463863 892 708.866407254098 1227.79263314291 1 0 0.333333333333333 0
2.95	0.75 0.478713553878169 1 0 1147.66666666667 408.166666666667 706.965404622697 0 0 0 0
2.95	0.75 0.478713553878169 1.75 0.478713553878169 1407.1 619.659208759137 1385.60011366916 2 0 0.4 0
2.95	0.75 0.478713553878169 0.75 0.25 1261.25 895.25 1266.07469171451 1 0 0.5 0
2.95	0.75 0.478713553878169 0.75 0.25 1258.75 1063.75 1504.36967697438 1 0 0.5 0
2.95	0.75 0.478713553878169 1.75 0.478713553878169 884.785714285714 246.451551723536 652.049516086448 1 0 0.142857142857143 0
2.95	0.75 0.478713553878169 0.75 0.25 1288.25 1057.25 1495.17728881895 1 0 0.5 0
2.95	0.75 0.478713553878169 1.25 0.25 935.875 447.780236974568 895.560473949135 1 0 0.25 0
2.95	0.75 0.478713553878169 1 0 1360.75 449.25 635.335442896113 0 0 0 0
2.95	0.75 0.478713553878169 1.25 0.25 1176.125 414.168965872223 828.337931744446 1 0 0.25 0
2.95	0.75 0.478713553878169 1 0.408248290463863 958.5 646.519721276931 1119.80500534691 1 0 0.333333333333333 0
2.95	0.75 0.478713553878169 1.25 0.25 1014.875 454.855305518506 909.710611037012 1 0 0.25 0
2.95	0.75 0.478713553878169 0.75 0.25 2380.5 NA NA 1 0 1 0
2.95	0.75 0.478713553878169 1 0 948.666666666667 474.404041344975 821.691902925503 0 0 0 0
2.95	0.75 0.478713553878169 1.25 0.25 617 346.255360969329 774.250524701146 0 0 0 0
2.95	0.75 0.478713553878169 0.75 0.25 1971 NA NA 0 0 0 0
4.45	0.75 0.478713553878169 1 0.408248290463863 1016 562.153300562519 973.67807821682 1 0 0.333333333333333 0
4.45	0.75 0.478713553878169 1.25 0.25 954.166666666667 629.5313292001 1090.38024713094 1 0 0.333333333333333 0
4.45	0.75 0.478713553878169 1.25 0.25 1593.25 260.379650702585 520.759301405169 1 0 0.25 0
4.45	0.75 0.478713553878169 1.25 0.629152869605896 638.75 295.038182557219 722.693001903298 1 0 0.166666666666667 0
4.45	0.75 0.478713553878169 1.25 0.25 987.333333333333 556.173034625416 963.319953770985 1 0 0.333333333333333 0
4.45	0.75 0.478713553878169 1 0 677.6 285.905683749029 639.304544016387 0 0 0 0
4.45	0.75 0.478713553878169 1 0 1072.25 981.75 1388.40416485979 1 0 0.5 0
4.45	0.75 0.478713553878169 1.5 0.288675134594813 801.75 521.837318998939 1043.67463799788 1 0 0.25 0
4.45	0.75 0.478713553878169 1.5 0.288675134594813 1021.7 360.09212710083 805.190474359949 1 0 0.2 0
4.45	0.75 0.478713553878169 1.25 0.629152869605896 702.5 509.396415705228 1018.79283141046 1 0 0.25 0
4.45	0.75 0.478713553878169 1.75 0.478713553878169 589.333333333333 319.292855820135 782.10457527537 1 0 0.166666666666667 0
4.45	0.75 0.478713553878169 1.75 0.478713553878169 814.75 274.741628625878 672.976801234634 1 0 0.166666666666667 0
4.45	0.75 0.478713553878169 1.25 0.25 1176.16666666667 501.223863269808 868.145197149263 1 0 0.333333333333333 0
4.45	0.75 0.478713553878169 1.25 0.25 985.375 394.564494886451 789.128989772901 1 0 0.25 0
4.45	0.75 0.478713553878169 1.25 0.25 705 295.817342290813 661.467686285581 0 0 0 0
