Density CO_mean CO_se NCO_mean NCO_se Tract_mean Tract_se TractSD_mean TractSD_se Count_2kb_mean Count_2kb_se Count_5kb_mean Count_5kb_se Prop_2kb_mean Prop_2kb_se Prop_5kb_mean Prop_5kb_se
0.05 1.09333333333333 0.120345506503868 0.0333333333333333 0 NA NA NA NA 0 0 0 0 NA NA NA NA
0.75 1.86 0.0818142240167442 0.055 0.00555409337483394 5505.94148809524 228.315762491129 2135.41583522582 94.6928892523986 6.4 0.386618266783304 3.9 0.306937332880491 0.90218253968254 0.0286648474500258 0.568373015873016 0.0420827683562874
1.95 2.26666666666667 0.0306842055109182 0.183333333333333 0.0124487252453381 3504.8561761584 135.02298142466 2685.32936146818 76.5809036619655 7.9 0.29824045403173 4.8 0.267542421623975 0.551694384047325 0.0270299746013072 0.334444746430041 0.0204160069055224
2.95 2.32833333333333 0.0216666666666667 0.293333333333333 0.0198826969354487 2919.81142171199 144.110387850723 2643.4459613606 61.4339240859266 8.85 0.436945136866837 4.75 0.298019780339635 0.465020767098772 0.0241636928075843 0.253932800646356 0.0194097925878323
4.45 2.37166666666667 0.0164503506068329 0.585 0.0231288028325687 2083.59424849815 86.8009780473816 2518.27311913731 68.2250812002467 9.8 0.58309518948453 5.45 0.328272992941449 0.317732652400079 0.0180747685655124 0.179073734944554 0.0120839049680405
7.87 2.41666666666667 0.0168411914956798 1.60666666666667 0.0464279609239471 1568.59310415186 69.1930503389407 2217.48413278436 52.3335578236469 20.1 1.61228833780144 7.65 0.50925642388011 0.271708831749119 0.0149922777289866 0.106303751787605 0.00646064337510105
14 2.46333333333333 0.0093345863820513 3.68833333333333 0.0482000582368434 1112.1992697996 27.7131768616558 1915.71140913865 29.6111316988233 31 1.33771210811988 8.35 0.371872926796521 0.209886057908087 0.00761150752500862 0.0571444076087156 0.00298015172040116
1.35 2.09166666666667 0.0572199511273606 0.095 0.00945132188532995 4526.25726190476 174.232033871334 2578.05459533482 88.9968595177295 7 0.307793505625546 4.65 0.274101402673114 0.703823953823954 0.025474385343023 0.475544733044733 0.0339338375168922
3.225 2.31166666666666 0.0240947204913351 0.37 0.0203622170463075 2607.80445890849 68.6919512064992 2652.82077286474 68.3847995840023 8.45 0.223312384458703 5.3 0.35614899306773 0.395288208006155 0.0122762529785914 0.244107744189922 0.0128639469979086
1000 2.5 0 9.93333333333333 0 697.965083798883 0 1427.81281365951 0 52 0 6 0 0.145251396648045 0 0.0167597765363128 0
