Density CO_mean CO_se NCO_mean NCO_se Tract_mean Tract_se TractSD_mean TractSD_se Count_2kb_mean Count_2kb_se Count_5kb_mean Count_5kb_se Prop_2kb_mean Prop_2kb_se Prop_5kb_mean Prop_5kb_se
0.05 5.1875 0.0400452047198242 1.625 0.0286769667338202 7747.35714285714 138.658659338405 NA NA 0.35 0.109424330980483 0.35 0.109424330980483 1 0 1 0
0.75 5.25 0 1.825 0.0262828741518923 4256.65277777778 331.145194381868 278.41404571967 106.867193140351 1.4 0.284697438658916 0.2 0.137649440322337 1 0 0.138888888888889 0.0742527306802114
1.95 5.25 0 2.025 0.025 3298.025 87.7070076576067 391.688856374972 97.6372207459838 2.95 0.05 0.1 0.1 1 0 0.0333333333333333 0.0333333333333333
2.95 5.25 0 2.0125 0.0125 3043.54166666667 53.2349680551271 375.479747567473 49.0181898747444 2.95 0.05 0 0 0.983333333333333 0.0166666666666667 0 0
4.45 5.25 0 2.025 0.0172061800402921 2982.39375 39.4986563676788 421.507883244556 64.5866102117968 3 0 0 0 0.9875 0.0125 0 0
7.87 5.25 0 2.0875 0.0273560827451208 2945.71666666667 42.3067710906536 413.249368626352 60.1047974396302 3 0 0 0 0.9875 0.0125 0 0
14 5.25 0 2.4375 0.228607771429352 2571.19 160.47447410375 719.151805874693 112.289743091997 3 0 0 0 0.84875 0.0578742113735061 0 0
1.35 5.25 0 1.9125 0.0273560827451208 3583.575 144.385815321089 344.404628999748 92.5153702787637 2.55 0.135238580605575 0 0 1 0 0 0
3.225 5.25 0 2.0125 0.0125 3020.64791666667 47.2761227715538 411.447958083951 53.3866121335579 3 0 0 0 0.9875 0.0125 0 0
1000 5.25 0 6.25 0 544.631578947368 0 1098.50898749807 0 3 0 0 0 0.157894736842105 0 0 0
