Density CO_mean CO_se NCO_mean NCO_se Tract_mean Tract_se TractSD_mean TractSD_se Count_2kb_mean Count_2kb_se Count_5kb_mean Count_5kb_se Prop_2kb_mean Prop_2kb_se Prop_5kb_mean Prop_5kb_se
0.05 2 0 0.375 0 NA NA NA NA 0 0 0 0 NA NA NA NA
0.75 2.04375 0.0136780413725604 0.38125 0.00625 5544.60294117647 232.432491088494 495.774072331186 254.511803977676 1.75 0.175843830234612 1.3 0.218848661960966 0.941176470588235 0.0371305328616253 0.686274509803922 0.0958173473452881
1.95 2.0875 0.0131414370759462 0.4875 0.0254886455629086 3459.46 234.568384626689 1923.18918043854 205.791551515434 2.2 0.137649440322337 1.8 0.137649440322337 0.535 0.0581123634317667 0.426666666666667 0.0555461980423419
2.95 2.1 0.0114707866935281 0.63125 0.036808313920692 2855.10320526696 115.792105723203 2312.06063685484 64.6299854883259 2.5 0.184960877797953 2.05 0.05 0.380836940836941 0.0299733355607713 0.320618686868687 0.0243458608822002
4.45 2.10625 0.0102397252738641 0.91875 0.0498970980592744 2286.65932428682 73.3684815027502 2221.68318569659 43.2830641199512 2.9 0.250263019536184 2.1 0.0688247201611685 0.289777722277722 0.0191252976890104 0.219865134865135 0.0122643650968287
7.87 2.125 0 1.53125 0.0653149001699499 1583.78115456235 46.0432937773819 2010.45804725082 30.8658286865025 2.75 0.160180818879297 2.3 0.105131496607569 0.193843105423988 0.00956597793157885 0.162738682885742 0.00628172547532918
14 2.125 0 2.8625 0.117855006815913 1283.99209495685 53.2583117971376 1959.87976327414 45.5673162283055 4.45 0.266310068588439 3 0.125656172487509 0.173272694322595 0.0103223371264902 0.117118194959821 0.00560787830144295
1.35 2.075 0.0140487871737254 0.41875 0.0164111443200874 4444.78988095238 243.876556819677 1499.01008971148 281.074192218835 2.5 0.198679853559757 1.9 0.1 0.765952380952381 0.058193428463722 0.629285714285714 0.068579151437843
3.225 2.1125 0.00860309002014607 0.65625 0.0337792271109113 2864.34143849206 173.183953685601 2265.94986183332 129.842143318689 2.45 0.16975214129337 2.15 0.0819178021909125 0.368234126984127 0.0377859366847719 0.336011904761905 0.0390716753853803
1000 2.125 0 8.25 0 670.871428571429 0 1464.14297948979 0 8 0 3 0 0.114285714285714 0 0.0428571428571429 0
