0.05	1.86666666666667 1.21175595332619 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	1.86666666666667 1.15940267352934 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	0.733333333333333 0.348834952025724 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	0.7 0.318581626704308 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	0.666666666666667 0.353417903563737 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	0.7 0.336137629174608 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	0.633333333333333 0.337275539095308 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	1.2 0.640402172489082 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	2.1 1.41855519828264 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	1.86666666666667 0.930620029790216 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	0.666666666666667 0.340159980392368 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	1.46666666666667 0.816121093862145 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	0.7 0.371854624912701 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	0.7 0.368750608805264 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	0.7 0.342908452646697 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	0.666666666666667 0.33676395544331 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	0.7 0.339539918598446 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	0.7 0.401577349729902 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	1.5 0.909401723251542 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.05	1.73333333333333 1.00221975855819 0.0333333333333333 0.0333333333333333 NA NA NA 0 0 NA NA
0.75	1.7 0.475007561948277 0.0333333333333333 0.0333333333333333 5528 753.769728479082 2131.98274584281 8 4 1 0.5
0.75	1.53333333333333 0.481218122295964 0.1 0.0557086014531156 4841.9 812.241274362352 2568.53243658276 9 6 0.9 0.6
0.75	1.93333333333333 0.650257832741864 0.0333333333333333 0.0333333333333333 5660.5 1191.65095560739 2383.30191121478 4 2 1 0.5
0.75	1.66666666666667 0.482649139200394 0.0333333333333333 0.0333333333333333 5974 623.930631828037 1528.311682871 6 4 1 0.666666666666667
0.75	1.83333333333333 1.00696806023305 0.0333333333333333 0.0333333333333333 6419.66666666667 819.668679677615 2007.77002335095 6 4 1 0.666666666666667
0.75	2.06666666666667 0.613887805342224 0.0666666666666667 0.0463205555853101 6247.66666666667 673.201694021438 2019.60508206431 9 6 1 0.666666666666667
0.75	2.26666666666667 0.612012570927412 0.0333333333333333 0.0333333333333333 6159 516.302825038617 1460.32491492231 8 6 1 0.75
0.75	1.43333333333333 0.504424865014052 0.0333333333333333 0.0333333333333333 6350.83333333333 770.519615439982 1887.37989463347 6 4 1 0.666666666666667
0.75	1.83333333333333 0.840201581358907 0.0666666666666667 0.0463205555853101 4216.88888888889 733.457905033949 2200.37371510185 7 4 0.777777777777778 0.444444444444444
0.75	2.03333333333333 0.534947270649621 0.0333333333333333 0.0333333333333333 4459.125 793.213878280271 2243.54764905304 8 2 1 0.25
0.75	1.5 0.572853314156626 0.0666666666666667 0.0463205555853101 5045.16666666667 1795.33333333333 3109.60854985532 2 2 0.666666666666667 0.666666666666667
